record_no,event_id,continent,country,location,event_name,event_date,event_year,event_summary,cause,impact,source_url,latitude,longitude,coordinate_meaning,coordinate_precision,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,source_grade,verification_status,status_group,source_location_notes,source_dataset,collection_path,supplementary_url,primary_source_count,source_url_access_status,supplementary_url_access_status,retrieval_date,event_group_id,independent_event_count,heatwave_evidence,cause_completeness,population_count_2020,population_density_2020_per_km2,heatwave_days_7d,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_degree_days_c,heatwave_score_0_100,gee_enrichment_status
27,HRF-0027,亚洲,Indonesia,Jakarta,Wisma Kosgoro fire,2015-03-10,2015,Wisma Kosgoro高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire destroyed floors 16–20.,未检索到/待核实,死亡人数：0。Fire destroyed floors 16–20.,https://www.thejakartapost.com/news/2015/03/10/wisma-kosgoro-fire-subdued-short-circuiting-possible-cause.html,-6.21462,106.84513,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
28,HRF-0028,亚洲,Azerbaijan,Baku,2015 Baku residence high-rise fire,2015-05-19,2015,Unnamed Highrise高层建筑火灾；建筑高度记录为 未列明。死亡人数：16。See 2015 Baku residence building fire,未检索到/待核实,死亡人数：16。See 2015 Baku residence building fire,https://en.wikipedia.org/wiki/2015_Baku_residence_building_fire,40.37767,49.89201,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,residential,未检索到,1,未检索到,16,63,,B,compendium_needs_independent_verification,专题汇编记录,Wikipedia具名事件页+高层建筑专题表,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
29,HRF-0029,亚洲,United Arab Emirates,Sharjah,Al Nasser Tower fire,2015-10-01,2015,Al Nasser Tower高层建筑外立面火灾。死亡 0，受伤 40；表中记录的受影响楼层为 26。,未检索到/待核实,死亡 0，受伤 40；表中记录的受影响楼层为 26。,https://thepawprintdaa.com/2015/10/08/major-fire-in-sharjah-residential-tower/,25.3342,55.41221,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,residential,未检索到,26,未检索到,0,40,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,3,访问失败(URLError),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
30,HRF-0030,亚洲,United Arab Emirates,Dubai,Address Downtown Hotel fire,2015-12-31,2015,Address Downtown Hotel高层建筑外立面火灾。死亡 0，受伤 15；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 15；表中记录的受影响楼层为 1。,http://www.independent.co.uk/news/world/middle-east/dubai-skyscraper-hotel-engulfed-in-huge-fire-a6792356.html,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,hotel,306.2 m,1,未检索到,0,15,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires | https://www.bbc.com/news/world-middle-east-35207451,4,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200) | https://www.bbc.com/news/world-middle-east-35207451 => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
31,HRF-0031,亚洲,United Arab Emirates,Ajman,Ajman One Complex fire,2016-03-28,2016,Ajman One Complex高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.bbc.com/news/world-middle-east-35913988,25.40177,55.47878,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
32,HRF-0032,亚洲,China,Nanjing,Longsheng Building fire,2016-05-03,2016,Longsheng Building高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,http://www.mirror.co.uk/news/world-news/longsheng-building-fire-terror-skyscraper-7885245,32.06167,118.77778,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
33,HRF-0033,亚洲,United Arab Emirates,Dubai,Sulafa Tower fire,2016-07-20,2016,Sulafa Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 30。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 30。,https://www.bbc.com/news/world-middle-east-36848521,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,288 m,30,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
34,HRF-0034,亚洲,Indonesia,Jakarta,Neo Soho Project fire,2016-11-09,2016,Neo Soho Project高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 7。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 7。,https://apfmag.mdmpublishing.com/a-perspective-on-high-rise-building-fires-involving-the-facade/,-6.21462,106.84513,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,7,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
35,HRF-0035,亚洲,United Arab Emirates,Sharjah,Al Bandary Tower B fire,2016-12-01,2016,Al Bandary Tower B高层建筑外立面火灾。死亡 0，受伤 4；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 4；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/sharjah-fire-tenants-move-into-tower-a-1.1938866,25.3342,55.41221,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0,4,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
36,HRF-0036,亚洲,United Arab Emirates,Dubai,Oceana Adriatic Building fire,2016-12-13,2016,Oceana Adriatic Building高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.khaleejtimes.com/nation/dubai/update-fire-put-out-at-dubais-palm-jumeirah-building,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
37,HRF-0037,亚洲,Iran,Tehran,Plasco Building fire,2017-01-19,2017,Plasco Building高层建筑火灾；建筑高度记录为 42 m。死亡人数：21。The 17-story building collapsed after a fire started on the ninth floor. Seventy injured.,The 17-story building collapsed after a fire started on the ninth floor.,死亡人数：21。The 17-story building collapsed after a fire started on the ninth floor. Seventy injured.,https://www.bbc.co.uk/news/world-middle-east-38675628,35.69439,51.42151,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,42 m,未检索到,未检索到,21,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
38,HRF-0038,亚洲,United Arab Emirates,Dubai,Address Residences Fountain Views fire,2017-03-02,2017,Address Residences Fountain Views高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 3。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 3。,https://www.telegraph.co.uk/news/2017/04/02/dramatic-scenes-fire-engulfs-skyscraper-downtown-dubai/,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,3,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(206),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
39,HRF-0039,亚洲,Iran,Tehran,Pamchal Chitgar Building fire,2017-06-14,2017,Pamchal Chitgar Building高层建筑火灾；建筑高度记录为 66 m。死亡人数：0。The residential 20-storey tower – four injured,未检索到/待核实,死亡人数：0。The residential 20-storey tower – four injured,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,35.69439,51.42151,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,residential,66 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
40,HRF-0040,亚洲,Iran,Mashhad,Rotana Hotel Building fire,2017-07-22,2017,Rotana Hotel Building高层建筑火灾；建筑高度记录为 66 m。死亡人数：0。Under construction 20-storey hotel,未检索到/待核实,死亡人数：0。Under construction 20-storey hotel,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,36.29807,59.60567,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,hotel,66 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
41,HRF-0041,亚洲,United Arab Emirates,Dubai,The Marina Torch fire,2017-08-04,2017,The Marina Torch高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 64/87。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 64/87。,https://www.bbc.com/news/world-middle-east-40822269,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,336.8 m,64/87,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
