event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256
HRF-0036,亚洲,South Korea,Busan,Wooshin Golden Suites fire,2010-10-01,Wooshin Golden Suites fire高层建筑外立面火灾。死亡 0，受伤 5；表中记录的受影响楼层为 35。,https://www.yna.co.kr/view/AKR20101028076700051,35.10168,129.03004,高层建筑外立面火灾,未检索到,38层，约140 m,35,约2006年建成，事发约4年，不属老旧楼宇,0.0,,,4层非法改作清洁/更衣空间内，多联插座内部短路产生电火花,聚乙烯芯铝复合外墙及保温材料、外立面凹槽烟囱效应和海风使火焰约20分钟蔓延至38层,起火空间违规改造且未设相应消防设施；全楼报警覆盖不足，初期处置存在延迟,5人受伤，无死亡,2010,yna.co.kr,B,Busan,Unknown/other,140.0,38.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0037,欧洲,France,Dijon,Dijon residential complex fire,2010-10-14,Dijon residential complex高层建筑火灾；建筑高度记录为 79.2 m。死亡人数：7。,https://books.google.com/books?id=bbA0CgAAQBAJ&pg=PA37,47.31344,5.01391,高层建筑火灾,residential,79.2 m,未检索到,未检索到,7.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：7。,2010,books.google.com,B,Dijon,Residential,79.2,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0038,欧洲,France,"Fontaine d'Ouche, Dijon, Bourgogne-Franche-Comté, France",Rue du Lac migrant residence fire,2010-11-14,第戎一栋9层移民工人宿舍附属垃圾房起火，强风将火焰推向外墙并造成大量烟气伤害。,https://www.interieur.gouv.fr/fr/Archives/Archives-des-actualites/2010-Actualites/Incendie-dans-un-foyer-Sonacotra-Adoma,47.322,5.009,multi-storey residential façade fire,residential / migrant workers' residence,9 storeys,1,未检索到,7.0,,,火灾起于建筑底层相邻垃圾房；具体点火机制未确定。,强风使火焰贴近外墙并向住宅楼传播。,9层门槛、高层外墙暴露及疏散问题仍需按项目高层操作口径复核,7人死亡；至少11人重伤，高层汇总表记11伤，但同期媒体报道总受伤逾100；需区分重伤与所有就医者。,2010,interieur.gouv.fr,B,Fontaine d'Ouche,Residential,,9.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0039,亚洲,中国 / China,"胶州路728号静安教师公寓，静安区，上海市 / Jing'an Teachers' Apartment, 728 Jiaozhou Road, Jing'an District, Shanghai",上海静安区胶州路“11·15”特别重大火灾 / 2010 Shanghai Jiaozhou Road high-rise fire,2010-11-15,上海静安区胶州路教师公寓发生特别重大火灾，造成58人死亡、71人受伤。,https://www.shanghai.gov.cn/nw5827/20200905/0001-5827_459493.html,31.22222,121.45806,高层建筑外立面火灾,residential,28层，约85 m,9层脚手架平台附近起火，火势沿外立面蔓延并影响多层住宅,楼龄未检索到/待核实；事发时正在节能改造,58.0,71.0,,10层外脚手架违规电焊，熔融金属引燃9层脚手架平台上的聚氨酯保温材料碎屑,聚氨酯保温材料、脚手架及可燃防护材料使火势沿外立面迅速蔓延,无证/违规热作、工程违法分包与施工安全监管失效,"58人死亡、71人受伤；过火面积约12,000 m²",2010,shanghai.gov.cn,A,Shanghai,Residential,85.0,28.0,False,False,True,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0040,亚洲,中国 / China,"皇朝万鑫酒店，和平区，沈阳市，辽宁省 / Dynasty Wanxin Hotel, Heping District, Shenyang, Liaoning",沈阳皇朝万鑫酒店“2·3”火灾 / 2011 Shenyang Dynasty Wanxin complex fire,2011-02-03,沈阳皇朝万鑫酒店B座11层室外平台起火，火势沿外立面向高层蔓延，无人员伤亡。,https://gongbao.court.gov.cn/Details/8e8741512b285233bada67f7b6b334.html,41.79222,123.43278,高层建筑外立面火灾,hotel,塔楼约219–267 m；起火平台在11层,B座11层室外平台起火，外立面向上蔓延至高层,较新建成酒店综合体，具体竣工年待复核,0.0,0.0,,住店客人燃放组合烟花，落入B座11层室外平台并引燃塑料草坪,外墙装饰保温材料燃烧，火势沿高层外立面扩展至相邻塔楼,节庆烟花管理、可燃外墙保温和高层外立面防火薄弱,"无人员死亡或受伤；外立面严重损毁，过火面积约10,000 m²",2011,gongbao.court.gov.cn,A,Shenyang,Hotel,267.0,11.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0041,亚洲,Vietnam,Hanoi,EVN Headquarters Tower 1 fire,2011-12-15,"EVN Headquarters Tower 1高层建筑火灾；建筑高度记录为 147 m。死亡人数：0。Fire occurred during construction, 11 workers injured.",https://www.evn.com.vn/d6/news/Khong-co-nguoi-thiet-mang-trong-su-co-chay-toa-nha-EVN-6-12-2746.aspx,21.0245,105.84117,高层建筑火灾,office/government,147 m,未检索到,未检索到,0.0,,,官方企业通报称原因仍由主管机关核查；焊接火花只是媒体提出的可能性。,火灾从在建双塔的地下区域发生并一度复燃，具体传播路径未公开确认。,在建工程火源控制和复燃监测需要复核，公开材料不足以确认具体失效。,无人死亡；EVN称部分工人轻伤或吸入烟气，未确认专题汇编中的11人受伤。,2011,evn.com.vn,B,Hanoi,Office/government,147.0,,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0042,亚洲,Malaysia,Kuala Lumpur,Uncompleted high rise block fire,2012-01-18,Uncompleted high rise block高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。,https://www.thestar.com.my/news/nation/2012/01/20/unsupervised-rubbish-burning-led-to-brickfields-fire,3.1412,101.68653,高层建筑火灾,under construction,未检索到,未检索到,未检索到,0.0,,,工人前一晚焚烧建筑垃圾后无人看守，余火/火星在强风作用下引发火灾。,强风将火星吹向高层可燃建筑材料，30—31层迅速燃烧。,湿式立管无水、无楼层接口和消防水带，消防员需从地面接长水带，延误约1小时。,无人死亡或受伤；33层在建楼的上部楼层受损。,2012,thestar.com.my,B,Kuala Lumpur,Unknown/other,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0043,亚洲,United Arab Emirates,Sharjah,Al Baker Tower fire,2012-01-18,Al Baker Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/tossed-lighted-cigarette-caused-fire-in-al-baker-tower-1.1012778,25.3342,55.41221,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2012,gulfnews.com,B,Sharjah,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0044,亚洲,Thailand,Bangkok,Fico Place fire,2012-03-03,Fico Place高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Two firemen injured,https://www.bangkokpost.com/thailand/politics/282699/fire-at-asok-building,13.75398,100.50144,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0.0,,,疑似7层电气短路；报道同时明确主管官员称原因仍在调查。,火势从7层蔓延至上部多个楼层。,门禁卡系统妨碍消防员进入，楼内水带不足，首批云梯高度不够。,Bangkok Post称无人受伤，与专题汇编‘2名消防员受伤’冲突，需进一步核对。,2012,bangkokpost.com,B,Bangkok,Unknown/other,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0045,欧洲,Russia,Moscow,Federation Tower (East Tower) fire,2012-04-02,Federation Tower (East Tower)高层建筑火灾；建筑高度记录为 450 m。死亡人数：0。Occurred while the building was under construction,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,55.75204,37.61781,高层建筑火灾,under construction,450 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Occurred while the building was under construction,2012,en.wikipedia.org,C,Moscow,Unknown/other,450.0,,False,False,True,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0046,亚洲,United Arab Emirates,Sharjah,Al Tayer Tower fire,2012-04-28,Al Tayer Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://doi.org/10.1007%2F978-1-4939-2898-9_4,25.3342,55.41221,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2012,doi.org,A,Sharjah,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0047,欧洲,France,"Roubaix, Hauts-de-France, France",Mermoz Tower fire,2012-05-14,18层社会住宅一层阳台起火后，火焰沿可燃外墙系统快速蔓延至高层。,https://douai.cour-administrative-appel.fr/decisions-de-justice/dernieres-decisions/incendie-de-la-tour-mermoz-a-roubaix-la-cour-censure-le-jugement-du-tribunal-administratif-de-lille-et-rejette-la-demande-de-lille-metropole-ha,50.6927,3.1746,high-rise residential façade fire,residential / social housing,18 storeys,17,façade refurbished before fire,1.0,10.0,250.0,一层阳台堆放的过量可燃物可能被烟头点燃；火经Alucobond PE外墙系统向上扩展。,未检索到/待核实,未检索到/待核实,1人死亡；同期报道8至10人受伤，约250人疏散并需安置。,2012,douai.cour-administrative-appel.fr,B,Roubaix,Residential,,18.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0048,亚洲,Turkey,Istanbul,Polat Tower Residence fire,2012-07-17,Polat Tower Residence高层建筑火灾；建筑高度记录为 140 m。死亡人数：0。,https://www.bbc.co.uk/news/world-europe-18867266,41.01384,28.94966,高层建筑火灾,未检索到,140 m,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。,2012,bbc.co.uk,B,Istanbul,Unknown/other,140.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0049,大洋洲,Australia,Bankstown,Bankstown Tower B apartment fire,2012-09-06,1人跳楼死亡、另1人重伤并长期住院；约40–50人从上层获救或疏散，多人因烟气吸入接受处置,https://coroners.nsw.gov.au/documents/findings/2015/Zhang%20findings%2018%2009%2015%20FINAL.pdf,-33.9173,151.0359,高层建筑火灾,住宅塔楼,有效高度专家测算27.69米；火点在5层,未检索到,2009年取得最终入住证,1.0,,40.0,验尸官确认起火源位于5层53号单元阳台，但证据不足以判定具体点火原因；烟头不是已证实结论,强风穿堂效应、阳台门和入户门敞开、四居室高火荷载使火快速贯穿单元并污染中庭和上层,建筑无喷淋；消防栓流量远低于规范要求且已知缺陷未整改；监管、认证和业主跟进失效,1人跳楼死亡、另1人重伤并长期住院；约40–50人从上层获救或疏散，多人因烟气吸入接受处置,2012,coroners.nsw.gov.au,A,Bankstown,Residential,27.69,5.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0050,亚洲,United Arab Emirates,Dubai,Saif Belhasa Building fire,2012-10-06,Saif Belhasa Building高层建筑外立面火灾。死亡 0，受伤 2+；表中记录的受影响楼层为 9。,https://doi.org/10.1007%2F978-1-4939-2898-9_4,25.07725,55.30927,高层建筑外立面火灾,未检索到,未检索到,9,未检索到,0.0,2.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 2+；表中记录的受影响楼层为 9。,2012,doi.org,A,Dubai,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0051,亚洲,United Arab Emirates,Dubai,Tamweel Tower fire,2012-11-18,Tamweel Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.thenationalnews.com/uae/tamweel-tower-fire-started-by-cigarette-butt-say-dubai-police-1.437519,25.07725,55.30927,高层建筑外立面火灾,未检索到,35层，约160 m,1,2009年建成，事发约3年，不属老旧楼宇,0.0,0.0,,高层住户丢弃的烟头点燃塔基室外通道内施工垃圾,铝面复合板可燃芯材使火势从塔基沿外立面蔓延至屋顶，并产生燃烧坠落物,施工垃圾堆积、吸烟行为管理及可燃外墙体系风险,无人员死亡或受伤；大范围住宅单元无法居住,2012,thenationalnews.com,B,Dubai,Unknown/other,160.0,35.0,False,False,True,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0052,欧洲,Russia,Moscow,Oko Tower 1 fire,2013-01-25,"Oko Tower 1高层建筑火灾；建筑高度记录为 354.1 m。死亡人数：0。Fire occurred on 24th floor during construction, one worker was injured.",https://www.reuters.com/article/uk-russia-skyscraper-fire-idUSLNE90O02B20130125,55.75204,37.61781,高层建筑火灾,未检索到,354.1 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：0。Fire occurred on 24th floor during construction, one worker was injured.",2013,reuters.com,B,Moscow,Unknown/other,354.1,,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0053,北美洲,Mexico,"Mexico City, Mexico City",Torre Ejecutiva Pemex explosion and fire,2013-01-31,An explosion and fire damaged the 14-storey annex of the 54-storey Pemex headquarters complex.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,19.438,-99.174,high-rise building fire,office/headquarters,54-storey main tower; 214 m; 14-storey annex affected,未检索到,completed 1984,37.0,121.0,,gas accumulation/explosion reported by investigation,未检索到/待核实,未检索到/待核实,CTIF lists 37 deaths and 121 injuries; substantial annex damage.,2013,ctif.org,C,Mexico City,Office/government,214.0,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0054,欧洲,Russia,"Grozny City, Grozny, Chechen Republic, Russia",Grozny-City Olimp Tower fire,2013-04-03,Grozny-City综合体40层住宅塔楼外立面大面积燃烧。,https://www.themoscowtimes.com/2013/04/04/short-circuit-blamed-for-blaze-at-groznys-tallest-building-a22947,43.3169,45.6981,high-rise residential façade fire,"residential tower, under completion / not occupied",40 storeys,40,new / not yet occupied,0.0,0.0,0.0,官方初步判断为短路，起火于4层或5层附近。,未检索到/待核实,未检索到/待核实,外立面几乎贯穿全高燃烧；无死亡或受伤报道。,2013,themoscowtimes.com,B,Grozny City,Residential,,40.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
